SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,screenFixationX,screenFixationY,gazeFixationX,gazeFixationY,gazeFixationZ,localGazeX,localGazeY,localGazeZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,rightEyePositionX,rightEyePositionY,rightEyePositionZ,leftEyeRotationX,leftEyeRotationY,leftEyeRotationZ,rightEyeRotationX,rightEyeRotationY,rightEyeRotationZ,leftEyePupilSize,rightEyePupilSize,leftEyeOpenAmount,rightEyeOpenAmount,GazeHitPointX,GazeHitPointY,GazeHitPointZ,GameObjectInFocus,LookDuration,AvgEyeMoveDist
0,4_3,11_24_39,24.65465,2,0,1,0,0.6484737,0.8,0.67,23.7,1.69,1.12,-0.1,-0.09,0.99,33.09,2.23,-33.82,-30.96,0.53,-30.83,0.05,0.0,1.0,0.07,0.01,1.0,2.676147,2.748322,1.0,1.0,21.17,2.52,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.66661,2,0,1,0,0.6604328,0.8,0.67,23.7,1.7,1.12,-0.09,-0.08,0.99,33.09,2.23,-33.82,-30.97,0.53,-30.84,0.05,0.0,1.0,0.07,0.01,1.0,2.671371,2.743622,1.0,1.0,21.19,2.51,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.67938,2,0,1,0,0.6732006,0.8,0.67,23.71,1.7,1.12,-0.09,-0.08,0.99,33.09,2.23,-33.83,-30.97,0.54,-30.84,0.05,0.0,1.0,0.07,0.01,1.0,2.665482,2.736252,1.0,1.0,21.26,2.48,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.69534,2,0,1,0,0.6891556,0.8,0.67,23.71,1.71,1.12,-0.09,-0.07,0.99,33.09,2.24,-33.84,-30.97,0.54,-30.86,0.05,0.0,1.0,0.07,0.01,1.0,2.6651,2.723907,1.0,1.0,21.29,2.46,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.70851,2,0,1,0,0.7023335,0.8,0.68,23.71,1.71,1.12,-0.09,-0.07,0.99,33.1,2.24,-33.85,-30.97,0.55,-30.89,0.05,0.0,1.0,0.07,0.01,1.0,2.659729,2.711426,1.0,1.0,21.29,2.45,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.72087,2,0,1,0,0.7146931,0.8,0.68,23.71,1.72,1.12,-0.09,-0.06,0.99,33.1,2.24,-33.87,-30.98,0.58,-31.05,0.05,0.0,1.0,0.07,0.01,1.0,2.644943,2.675995,1.0,1.0,21.33,2.43,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.73338,2,0,1,0,0.7271996,0.8,0.68,23.71,1.72,1.12,-0.08,-0.06,0.99,33.1,2.25,-33.88,-30.99,0.61,-31.09,0.05,0.0,1.0,0.07,0.01,1.0,2.653839,2.65976,1.0,1.0,21.35,2.41,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.74508,2,0,1,0,0.7388954,0.8,0.68,23.72,1.72,1.12,-0.08,-0.06,1.0,33.1,2.26,-33.87,-30.99,0.62,-31.1,0.05,-0.01,1.0,0.07,0.01,1.0,2.653442,2.639633,1.0,1.0,21.37,2.38,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.7574,2,0,1,0,0.7512226,0.8,0.68,23.72,1.73,1.12,-0.08,-0.05,1.0,33.1,2.26,-33.87,-30.99,0.62,-31.09,0.05,-0.01,1.0,0.06,0.01,1.0,2.634903,2.624374,1.0,1.0,21.37,2.38,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.77143,2,0,1,0,0.7652473,0.8,0.68,23.72,1.73,1.12,-0.08,-0.05,1.0,33.1,2.26,-33.88,-31.0,0.62,-31.12,0.05,-0.01,1.0,0.07,0.01,1.0,2.632553,2.62381,1.0,1.0,21.33,2.38,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.78377,2,0,1,0,0.777586,0.8,0.68,23.72,1.73,1.12,-0.08,-0.05,1.0,33.1,2.27,-33.88,-31.0,0.63,-31.12,0.05,-0.01,1.0,0.07,0.01,1.0,2.62175,2.639771,1.0,1.0,21.32,2.4,8.78,CS+ Wall,7.74925,0.09867617110607738
