SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,GazeHitPointX,GazeHitPointY,GazeHitPointZ
0,3_27,15_42_20,3.857388,1,0,0,0,3.038134,1.84,1.31,6.89
0,3_27,15_42_20,3.86944,1,0,0,0,3.050186,1.84,1.31,6.89
0,3_27,15_42_20,3.881321,1,0,0,0,3.062066,1.84,1.31,6.88
0,3_27,15_42_21,3.893637,1,0,0,0,3.074382,1.84,1.31,6.88
0,3_27,15_42_21,3.905223,1,0,0,0,3.085968,1.84,1.3,6.88
0,3_27,15_42_21,3.917367,1,0,0,0,3.098113,1.84,1.3,6.89
0,3_27,15_42_21,3.929329,1,0,0,0,3.110075,1.84,1.28,6.89
0,3_27,15_42_21,3.941328,1,0,0,0,3.122073,1.84,1.28,6.89
0,3_27,15_42_21,3.953686,1,0,0,0,3.134432,1.84,1.28,6.89
0,3_27,15_42_21,3.965648,1,0,0,0,3.146394,1.83,1.28,6.89
0,3_27,15_42_21,3.977571,1,0,0,0,3.158317,1.84,1.29,6.89
0,3_27,15_42_21,3.989575,1,0,0,0,3.170321,1.83,1.28,6.9
0,3_27,15_42_21,4.001436,1,0,0,0,3.182182,1.83,1.28,6.9
0,3_27,15_42_21,4.013425,1,0,0,0,3.19417,1.84,1.28,6.89
0,3_27,15_42_21,4.025306,1,0,0,0,3.206052,1.84,1.28,6.89
0,3_27,15_42_21,4.037164,1,0,0,0,3.217909,1.85,1.28,6.89
0,3_27,15_42_21,4.049311,1,0,0,0,3.230057,1.85,1.27,6.89
0,3_27,15_42_21,4.061299,1,0,0,0,3.242045,1.85,1.27,6.89
0,3_27,15_42_21,4.073079,1,0,0,0,3.253825,1.84,1.26,6.9
0,3_27,15_42_21,4.085082,1,0,0,0,3.265828,1.85,1.26,6.89
0,3_27,15_42_21,4.097251,1,0,0,0,3.277997,1.86,1.24,6.89
0,3_27,15_42_21,4.109628,1,0,0,0,3.290373,1.86,1.24,6.89
0,3_27,15_42_21,4.121597,1,0,0,0,3.302343,1.87,1.24,6.89
0,3_27,15_42_21,4.133561,1,0,0,0,3.314307,1.87,1.24,6.89
