SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,xPos,yPos,zPos,xRot,yRot,zRot
0,7_2,11_36_42,5.791375,1,0,0,1,0.9383111,InstructionPhase,-0.02548075,2.565339,0.2495091,3.460937,358.0365,358.669,
0,7_2,11_36_42,5.80474,1,0,0,1,0.9516764,InstructionPhase,-0.02547276,2.565331,0.2495203,3.461297,358.0378,358.6571,
0,7_2,11_36_42,5.819889,1,0,0,1,0.966825,InstructionPhase,-0.02546561,2.565347,0.2495379,3.463153,358.0483,358.6643,
0,7_2,11_36_42,5.831735,1,0,0,1,0.9786711,InstructionPhase,-0.02545118,2.565331,0.2495235,3.456749,358.05,358.654,
0,7_2,11_36_42,5.844669,1,0,0,1,0.9916058,InstructionPhase,-0.02542055,2.565325,0.2495241,3.463218,358.0498,358.656,
0,7_2,11_36_42,5.856913,1,0,0,1,1.003849,InstructionPhase,-0.02539063,2.565295,0.2495254,3.458023,358.0457,358.652,
0,7_2,11_36_42,5.870468,1,0,0,1,1.017404,InstructionPhase,-0.02534926,2.565269,0.2494971,3.48105,358.0638,358.6565,
0,7_2,11_36_42,5.883088,1,0,0,1,1.030025,InstructionPhase,-0.02528107,2.565248,0.2494409,3.491914,358.0704,358.6623,
0,7_2,11_36_42,5.895597,1,0,0,1,1.042533,InstructionPhase,-0.02530611,2.565237,0.2494018,3.503844,358.0746,358.6779,
0,7_2,11_36_42,5.908804,1,0,0,1,1.05574,InstructionPhase,-0.02527678,2.565209,0.2493827,3.519012,358.083,358.6825,
0,7_2,11_36_42,5.920732,1,0,0,1,1.067668,InstructionPhase,-0.02519035,2.565234,0.2494341,3.535416,358.0877,358.6634,
0,7_2,11_36_42,5.93298,1,0,0,1,1.079916,InstructionPhase,-0.02516913,2.56521,0.2494137,3.552262,358.0948,358.6561,
0,7_2,11_36_42,5.944786,1,0,0,1,1.091722,InstructionPhase,-0.02520239,2.565178,0.2493997,3.560359,358.1052,358.6484,
0,7_2,11_36_42,5.95709,1,0,0,1,1.104027,InstructionPhase,-0.02524209,2.565118,0.2493399,3.566662,358.1078,358.6488,
0,7_2,11_36_42,5.969414,1,0,0,1,1.11635,InstructionPhase,-0.02521586,2.565087,0.249331,3.567249,358.1136,358.652,
0,7_2,11_36_42,5.981717,1,0,0,1,1.128653,InstructionPhase,-0.02514553,2.565067,0.2493075,3.57121,358.1242,358.6452,
0,7_2,11_36_42,5.993518,1,0,0,1,1.140455,InstructionPhase,-0.02511656,2.56505,0.2492821,3.575439,358.1285,358.633,
0,7_2,11_36_42,6.005379,1,0,0,1,1.152316,InstructionPhase,-0.02505624,2.565016,0.2492459,3.571255,358.14,358.6121,
0,7_2,11_36_42,6.018391,1,0,0,1,1.165327,InstructionPhase,-0.02500641,2.564992,0.2492597,3.576046,358.1487,358.6052,
0,7_2,11_36_42,6.030538,1,0,0,1,1.177474,InstructionPhase,-0.0249747,2.564969,0.2492352,3.584693,358.1615,358.6006,
0,7_2,11_36_42,6.054677,1,0,0,1,1.201613,InstructionPhase,-0.02503061,2.564908,0.2491995,3.610496,358.169,358.6067,
0,7_2,11_36_42,6.066681,1,0,0,1,1.213618,InstructionPhase,-0.02500713,2.564906,0.2492301,3.620695,358.1794,358.6116,
0,7_2,11_36_42,6.078851,1,0,0,1,1.225788,InstructionPhase,-0.02495527,2.564876,0.249184,3.623569,358.1834,358.61,
0,7_2,11_36_42,6.093074,1,0,0,1,1.240011,InstructionPhase,-0.02489054,2.564833,0.2491444,3.631927,358.1916,358.5931,
0,7_2,11_36_42,6.105728,1,0,0,1,1.252665,InstructionPhase,-0.02477634,2.564878,0.249228,3.632954,358.1993,358.5806,
0,7_2,11_36_42,6.117721,1,0,0,1,1.264657,InstructionPhase,-0.02483332,2.564867,0.2492266,3.642993,358.2173,358.5708,
0,7_2,11_36_42,6.129794,1,0,0,1,1.276731,InstructionPhase,-0.02479243,2.56484,0.2492403,3.640216,358.2229,358.5522,
0,7_2,11_36_42,6.142615,1,0,0,1,1.289552,InstructionPhase,-0.02475297,2.564808,0.2492322,3.646064,358.2289,358.545,
0,7_2,11_36_42,6.155744,1,0,0,1,1.30268,InstructionPhase,-0.02469718,2.56479,0.2492112,3.650232,358.2346,358.5367,
0,7_2,11_36_42,6.167415,1,0,0,1,1.314351,InstructionPhase,-0.02466714,2.564793,0.2491996,3.662195,358.2416,358.5258,
0,7_2,11_36_42,6.1806,1,0,0,1,1.327536,InstructionPhase,-0.0246228,2.564836,0.2491837,3.665988,358.2483,358.5192,
0,7_2,11_36_42,6.192642,1,0,0,1,1.339579,InstructionPhase,-0.02455139,2.564833,0.2491573,3.66452,358.2679,358.5131,
0,7_2,11_36_42,6.205601,1,0,0,1,1.352537,InstructionPhase,-0.02452517,2.56484,0.249115,3.662976,358.2695,358.5168,
0,7_2,11_36_42,6.217521,1,0,0,1,1.364458,InstructionPhase,-0.02447939,2.564857,0.249158,3.655899,358.287,358.5083,
0,7_2,11_36_42,6.230459,1,0,0,1,1.377396,InstructionPhase,-0.02443981,2.564864,0.2491564,3.664259,358.2913,358.5088,
0,7_2,11_36_42,6.244582,1,0,0,1,1.391519,InstructionPhase,-0.02440083,2.564869,0.2492176,3.663723,358.2997,358.5141,
0,7_2,11_36_42,6.256779,1,0,0,1,1.403715,InstructionPhase,-0.02438807,2.564867,0.2492007,3.683138,358.2986,358.5096,
0,7_2,11_36_42,6.269338,1,0,0,1,1.416274,InstructionPhase,-0.02437139,2.564857,0.2492139,3.683003,358.3073,358.5004,
0,7_2,11_36_42,6.282619,1,0,0,1,1.429555,InstructionPhase,-0.02434862,2.564789,0.2492517,3.691582,358.3137,358.4895,
0,7_2,11_36_42,6.294467,1,0,0,1,1.441404,InstructionPhase,-0.02428818,2.564856,0.2493507,3.699724,358.3193,358.4701,
