SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,screenFixationX,screenFixationY,gazeFixationX,gazeFixationY,gazeFixationZ,localGazeX,localGazeY,localGazeZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,rightEyePositionX,rightEyePositionY,rightEyePositionZ,leftEyeRotationX,leftEyeRotationY,leftEyeRotationZ,rightEyeRotationX,rightEyeRotationY,rightEyeRotationZ,leftEyePupilSize,rightEyePupilSize,leftEyeOpenAmount,rightEyeOpenAmount,GazeHitPointX,GazeHitPointY,GazeHitPointZ,GameObjectInFocus,TimeLookedAtObject
0,7_2,10_10_19,6.346725,1,0,0,1,0.7594361,InstructionPhase,0.62, 0.48,0.32, 2.41, 1.80,-0.09, -0.03, 1.00,31.44, 2.89, -43.55,-31.64, 3.18, -45.60,-0.08, -0.01, 1.00,-0.01, -0.01, 1.00,2.119995,1.978775,1,1,0.3415663,2.741069,5.265101,White Door,0
0,7_2,10_10_19,6.359136,1,0,0,1,0.7718472,InstructionPhase,0.63, 0.48,0.34, 2.41, 1.80,-0.08, -0.03, 1.00,31.21, 2.98, -43.82,-31.80, 3.33, -46.09,-0.13, -0.02, 0.99,-0.06, -0.02, 1.00,2.219818,2.016266,1,1,0.5864409,2.6353,5.200751,Int_Apt_02_Wall_02 (9),0
0,7_2,10_10_19,6.371928,1,0,0,1,0.7846394,InstructionPhase,0.63, 0.48,0.35, 2.41, 1.80,-0.07, -0.03, 1.00,31.22, 2.93, -43.71,-31.85, 3.34, -46.22,-0.09, -0.03, 1.00,-0.03, -0.02, 1.00,2.184387,1.979675,1,1,0.4163205,2.626715,5.265101,White Door,0
0,7_2,10_10_19,6.385059,1,0,0,1,0.797771,InstructionPhase,0.63, 0.48,0.36, 2.41, 1.80,-0.05, -0.03, 1.00,31.23, 2.81, -43.50,-31.87, 3.19, -45.77,-0.12, -0.02, 0.99,-0.04, -0.03, 1.00,2.199097,2.069382,1,1,0.8551534,2.720491,7.18773,Int_Apt_01_Wall_01 (10),0
0,7_2,10_10_19,6.398129,1,0,0,1,0.8108411,InstructionPhase,0.63, 0.48,0.37, 2.41, 1.80,-0.04, -0.03, 1.00,31.23, 2.73, -43.32,-31.88, 3.16, -45.74,-0.12, -0.03, 0.99,-0.04, -0.03, 1.00,2.217972,2.053711,1,1,0.8551534,2.686268,7.111042,Int_Apt_01_Wall_01 (10),0.01292419
0,7_2,10_10_19,6.410579,1,0,0,1,0.8232908,InstructionPhase,0.64, 0.48,0.38, 2.41, 1.80,-0.04, -0.03, 1.00,31.23, 2.77, -43.64,-31.89, 3.14, -45.84,-0.11, -0.02, 0.99,-0.04, -0.03, 1.00,2.233597,2.110458,1,1,0.3863229,2.647353,5.265101,White Door,0
0,7_2,10_10_19,6.422865,1,0,0,1,0.835577,InstructionPhase,0.64, 0.48,0.39, 2.41, 1.80,-0.03, -0.03, 1.00,31.23, 2.80, -43.82,-31.90, 3.07, -45.68,-0.11, -0.02, 0.99,-0.05, -0.04, 1.00,2.329666,2.110703,1,1,0.429407,2.63074,5.265101,White Door,0.01299286
0,7_2,10_10_19,6.436004,1,0,0,1,0.8487158,InstructionPhase,0.64, 0.48,0.39, 2.41, 1.80,-0.02, -0.03, 1.00,31.23, 2.72, -43.69,-31.92, 3.02, -45.61,-0.12, -0.01, 0.99,-0.05, -0.04, 1.00,2.368973,2.152985,1,1,0.4270483,2.667462,5.265101,White Door,0.02596283
0,7_2,10_10_19,6.448692,1,0,0,1,0.8614039,InstructionPhase,0.64, 0.48,0.40, 2.41, 1.80,-0.01, -0.03, 1.00,31.23, 2.67, -43.55,-31.93, 3.00, -45.55,-0.12, -0.04, 0.99,-0.05, -0.03, 1.00,2.210556,2.130798,1,1,0.2709606,2.601151,5.265101,White Door,0.0384903
0,7_2,10_10_19,6.461095,1,0,0,1,0.8738065,InstructionPhase,0.64, 0.48,0.41, 2.41, 1.80,-0.01, -0.03, 1.00,31.23, 2.68, -43.58,-31.96, 2.81, -44.98,-0.11, -0.02, 0.99,-0.05, -0.03, 1.00,2.276016,2.079895,1,1,0.5041677,2.664889,5.265101,White Door,0.05104065
